22.0396345295,62.0282010734,7344.06168,-0.472412,2.285156,167.612915,2.285156,2.285156,2.285156
22.0396345295,62.0282010734,7344.06168,-0.466919,2.285156,167.612915,2.285156,2.285156,2.285156
22.0396345295,62.0282010734,7344.06168,-0.466919,2.285156,167.612915,2.285156,2.285156,2.285156
22.0396345295,62.0282010734,7344.06168,-0.461426,2.285156,167.612915,2.285156,2.285156,2.285156
22.0396345295,62.0282010734,7344.06168,-0.461426,2.290649,167.612915,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.06168,-0.461426,2.290649,167.612915,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.06168,-0.455933,2.290649,167.612915,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.06168,-0.455933,2.290649,167.612915,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.06168,-0.455933,2.290649,167.612915,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.06168,-0.450439,2.290649,167.607422,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.06168,-0.450439,2.290649,167.607422,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.06168,-0.450439,2.290649,167.607422,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.028871,-0.450439,2.290649,167.607422,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.028871,-0.444946,2.290649,167.607422,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.028871,-0.444946,2.290649,167.607422,2.290649,2.290649,2.290649
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.296143,167.607422,2.296143,2.296143,2.296143
22.0396345295,62.0282010734,7344.028871,-0.444946,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.444946,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.444946,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.444946,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.450439,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.450439,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.450439,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.450439,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.455933,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.455933,2.301636,167.607422,2.301636,2.301636,2.301636
22.0396345295,62.0282010734,7344.028871,-0.455933,2.307129,167.607422,2.307129,2.307129,2.307129
22.0396345295,62.0282010734,7344.028871,-0.455933,2.307129,167.612915,2.307129,2.307129,2.307129
22.0396345295,62.0282010734,7344.028871,-0.461426,2.307129,167.612915,2.307129,2.307129,2.307129
22.0396345295,62.0282010734,7344.028871,-0.461426,2.307129,167.612915,2.307129,2.307129,2.307129
22.0396345295,62.0282010734,7344.028871,-0.461426,2.307129,167.612915,2.307129,2.307129,2.307129
22.0396345295,62.0282010734,7344.028871,-0.466919,2.307129,167.612915,2.307129,2.307129,2.307129
22.0396345295,62.0282010734,7344.028871,-0.466919,2.307129,167.612915,2.307129,2.307129,2.307129
